group_uuid,group_name,course_uuid,course_name,career_uuid,career_name,infection_count,peak_infectious
e2d1b40d-70cd-43a3-9467-b1a99b1f5351,Nuevo grupo,26cc0afb-4844-420c-9d6b-3f6da48d1d5e,1º,15d64f11-b960-4407-8e69-2b9beaaaf687,GED,13,13
