slot,day_index,susceptible,exposed,infectious,recovered,new_infections,isolated
0,0,0,0,0,0,0,0
26,1,0,0,0,0,0,0
52,2,0,0,0,0,0,0
78,3,0,0,0,0,0,0
104,4,0,0,0,0,0,0
130,5,0,0,0,0,0,0
