infection_id,source_agent_id,infected_agent_id,event_id,space_uuid,slot,transmission_probability,infection_chain_id
0473b8d6-9c95-436f-a4c3-dfd05ef664dd,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0012,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0048,event_10_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_7166c9fe_85d1_4927_952d_0472ec3afc8c,5cb6433c-05a5-4955-a8e6-bf9b2962b4df,242,0.024499999999999966,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0012
64939abf-2b48-4cff-a492-b495c5289365,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0012,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0003,event_10_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_072a5113_7019_4870_954f_12d5e848293c,042fe007-c088-4f72-9960-cc05e7cd69ed,245,0.024499999999999966,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0012
