infection_id,source_agent_id,infected_agent_id,event_id,space_uuid,slot,transmission_probability,infection_chain_id
bc768179-7a37-40e4-b572-ae0560df5f3b,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0031,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0001,event_5_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_e2fb2e37_f7ff_4d3b_9785_76c485995d38,5cb6433c-05a5-4955-a8e6-bf9b2962b4df,123,0.05600000000000005,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0031
716ae192-e8dc-44e3-b867-a5e950725b41,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0035,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0038,event_5_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_e2fb2e37_f7ff_4d3b_9785_76c485995d38,5cb6433c-05a5-4955-a8e6-bf9b2962b4df,123,0.05600000000000005,agent_e2d1b40d_70cd_43a3_9467_b1a99b1f5351_0035
